Item Number,GTIN Number,Mill Code,Mill Description,Style Number,Mill Style Number,Style Name,Color Code,Color Description,Size Code,Size Description,Unit Weight,Cost,CC,CD,FO,KC,MA,PH,TD,CN,WA,GD
B07504DF3,0888591809086,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DF,LEAD/ BLACK,3,S,.9854,0,13,0,0,0,0,0,0,29,0,94
B07504DF4,0888591808997,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DF,LEAD/ BLACK,4,M,.9854,0,3,0,0,0,0,18,0,28,0,174
B07504DF5,0888591809031,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DF,LEAD/ BLACK,5,L,.9854,0,10,0,0,0,0,20,0,21,0,238
B07504DF6,0888591808980,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DF,LEAD/ BLACK,6,XL,.9854,0,1,0,0,0,0,10,0,41,0,251
B07504DF7,0888591809109,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DF,LEAD/ BLACK,7,2XL,.9854,0,16,0,0,0,0,24,0,23,0,95
B07504DF8,0888591809123,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DF,LEAD/ BLACK,8,3XL,.9854,0,14,0,0,0,0,11,0,21,0,5
B07504DG3,0888591826311,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DG,RCH BLU/ BRT RYL,3,S,.9854,0,21,0,0,0,0,0,0,11,0,52
B07504DG4,0888591826380,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DG,RCH BLU/ BRT RYL,4,M,.9854,0,0,0,0,0,0,0,0,0,0,0
B07504DG5,0888591826366,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DG,RCH BLU/ BRT RYL,5,L,.9854,0,34,0,0,0,0,0,0,18,0,126
B07504DG6,0888591826410,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DG,RCH BLU/ BRT RYL,6,XL,.9854,0,49,0,0,0,0,0,0,34,0,138
B07504DG7,0888591830530,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DG,RCH BLU/ BRT RYL,7,2XL,.9854,0,33,0,0,0,0,0,0,3,0,52
B07504DG8,0888591826403,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DG,RCH BLU/ BRT RYL,8,3XL,.9854,0,6,0,0,0,0,0,0,10,0,46
B07504DH3,0888591839373,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DH,CL ONIX/ BR CYAN,3,S,.9854,0,24,0,0,0,0,0,0,16,0,8
B07504DH4,0888591839342,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DH,CL ONIX/ BR CYAN,4,M,.9854,0,0,0,0,0,0,0,0,0,0,0
B07504DH5,0888591843448,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DH,CL ONIX/ BR CYAN,5,L,.9854,0,31,0,0,0,0,0,0,25,0,135
B07504DH6,0888591843462,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DH,CL ONIX/ BR CYAN,6,XL,.9854,0,40,0,0,0,0,0,0,32,0,195
B07504DH7,0888591843509,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DH,CL ONIX/ BR CYAN,7,2XL,.9854,0,47,0,0,0,0,0,0,24,0,73
B07504DH8,0888591839298,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DH,CL ONIX/ BR CYAN,8,3XL,.9854,0,11,0,0,0,0,0,0,23,0,64
B07504DI3,0888593473988,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DI,BLD RED/ AMZN RD,3,S,.9854,0,18,0,0,0,0,18,0,39,0,23
B07504DI4,0888593469820,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DI,BLD RED/ AMZN RD,4,M,.9854,0,10,0,0,0,0,12,0,19,0,36
B07504DI5,0888593469875,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DI,BLD RED/ AMZN RD,5,L,.9854,0,23,0,0,0,0,17,0,6,0,88
B07504DI6,0888593469851,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DI,BLD RED/ AMZN RD,6,XL,.9854,0,24,0,0,0,0,14,0,18,0,88
B07504DI7,0888593469929,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DI,BLD RED/ AMZN RD,7,2XL,.9854,0,3,0,0,0,0,5,0,31,0,1
B07504DI8,0888593469899,04,adidas Golf,A195,,AD MENS 1/4 ZIP PULLOVER,DI,BLD RED/ AMZN RD,8,3XL,.9854,0,4,0,0,0,0,3,0,30,0,35
B07604DJ3,0888169945376,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DJ,VIVID BLUE/ BLK,3,S,1.0908,0,1,0,0,0,0,0,0,0,0,94
B07604DJ4,0888169945383,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DJ,VIVID BLUE/ BLK,4,M,1.0908,0,0,0,0,0,0,0,0,0,0,189
B07604DJ5,0888169945420,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DJ,VIVID BLUE/ BLK,5,L,1.0908,0,0,0,0,0,0,0,0,0,0,343
B07604DJ6,0888169945406,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DJ,VIVID BLUE/ BLK,6,XL,1.0908,0,0,0,0,0,0,0,0,0,0,404
B07604DJ7,0888169945413,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DJ,VIVID BLUE/ BLK,7,2XL,1.0908,0,0,0,0,0,0,0,0,0,0,225
B07604DJ8,0888169945390,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DJ,VIVID BLUE/ BLK,8,3XL,1.0908,0,0,0,0,0,0,0,0,0,0,95
B07604DK3,0888169945529,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DK,BLACK/ LEAD,3,S,1.0908,0,0,0,0,0,0,0,0,0,0,125
B07604DK4,0888169945550,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DK,BLACK/ LEAD,4,M,1.0908,0,0,0,0,0,0,0,0,0,0,307
B07604DK5,0888169945567,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DK,BLACK/ LEAD,5,L,1.0908,0,0,0,0,0,0,0,0,0,0,608
B07604DK6,0888169945512,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DK,BLACK/ LEAD,6,XL,1.0908,0,0,0,0,0,0,0,0,0,0,590
B07604DK7,0888169945574,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DK,BLACK/ LEAD,7,2XL,1.0908,0,0,0,0,0,0,0,0,0,0,290
B07604DK8,0888169945543,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DK,BLACK/ LEAD,8,3XL,1.0908,0,0,0,0,0,0,0,0,0,0,91
B07604DL3,0888169936893,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DL,CLEAR ONIX,3,S,1.0908,0,0,0,0,0,0,0,0,0,0,119
B07604DL4,0888169936886,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DL,CLEAR ONIX,4,M,1.0908,0,0,0,0,0,0,0,0,0,0,398
B07604DL5,0888169936923,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DL,CLEAR ONIX,5,L,1.0908,0,0,0,0,0,0,0,0,0,0,843
B07604DL6,0888169936909,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DL,CLEAR ONIX,6,XL,1.0908,0,0,0,0,0,0,0,0,0,0,889
B07604DL7,0888169936862,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DL,CLEAR ONIX,7,2XL,1.0908,0,0,0,0,0,0,0,0,0,0,420
B07604DL8,0888169936879,04,adidas Golf,A200,,AD MENS CLIMA WARM JACKET,DL,CLEAR ONIX,8,3XL,1.0908,0,0,0,0,0,0,0,0,0,0,123
B08604DF3,0888169941088,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DF,LEAD/ BLACK,3,S,1.0017,0,32,0,0,0,0,9,0,40,0,64
B08604DF4,0888169941064,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DF,LEAD/ BLACK,4,M,1.0017,0,15,0,0,0,0,8,0,41,0,76
B08604DF5,0888169941057,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DF,LEAD/ BLACK,5,L,1.0017,0,28,0,0,0,0,20,0,39,0,263
B08604DF6,0888169941118,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DF,LEAD/ BLACK,6,XL,1.0017,0,24,0,0,0,0,0,0,25,0,309
B08604DF7,0888169941071,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DF,LEAD/ BLACK,7,2XL,1.0017,0,14,0,0,0,0,12,0,55,0,208
B08604DF8,0888169941101,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DF,LEAD/ BLACK,8,3XL,1.0017,0,9,0,0,0,0,24,0,30,0,65
B08604DL3,0888169945468,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DL,CLEAR ONIX,3,S,1.0017,0,23,0,0,0,0,16,0,45,0,39
B08604DL4,0888169945482,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DL,CLEAR ONIX,4,M,1.0017,0,31,0,0,0,0,21,0,21,0,91
B08604DL5,0888169945505,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DL,CLEAR ONIX,5,L,1.0017,0,38,0,0,0,0,2,0,46,0,288
B08604DL6,0888169945475,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DL,CLEAR ONIX,6,XL,1.0017,0,20,0,0,0,0,9,0,62,0,331
B08604DL7,0888169945499,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DL,CLEAR ONIX,7,2XL,1.0017,0,26,0,0,0,0,16,0,66,0,102
B08604DL8,0888169945444,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DL,CLEAR ONIX,8,3XL,1.0017,0,13,0,0,0,0,10,0,35,0,15
B08604DM3,0888169936978,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DM,BLCK/ VIVID BLUE,3,S,1.0017,0,0,0,0,0,0,2,0,8,0,27
B08604DM4,0888169936961,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DM,BLCK/ VIVID BLUE,4,M,1.0017,0,0,0,0,0,0,21,0,40,0,64
B08604DM5,0888169936930,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DM,BLCK/ VIVID BLUE,5,L,1.0017,0,39,0,0,0,0,17,0,28,0,299
B08604DM6,0888169936954,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DM,BLCK/ VIVID BLUE,6,XL,1.0017,0,28,0,0,0,0,28,0,38,0,302
B08604DM7,0888169941040,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DM,BLCK/ VIVID BLUE,7,2XL,1.0017,0,29,0,0,0,0,16,0,37,0,67
B08604DM8,0888169936947,04,adidas Golf,A201,,AD MENS CLIMAWARM 1/2 ZIP P/O,DM,BLCK/ VIVID BLUE,8,3XL,1.0017,0,9,0,0,0,0,17,0,27,0,13
B08804003,0888169162964,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,00,WHITE/ BLACK,3,S,.5788,0,19,0,0,0,0,28,4,9,0,324
B08804004,0888169162957,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,00,WHITE/ BLACK,4,M,.5788,0,30,0,0,0,0,49,16,21,0,299
B08804005,0888169162933,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,00,WHITE/ BLACK,5,L,.5788,0,21,0,0,0,0,35,25,13,0,174
B08804006,0888169162940,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,00,WHITE/ BLACK,6,XL,.5788,0,26,0,0,0,0,42,20,18,0,119
B08804007,0888593581003,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,00,WHITE/ BLACK,7,2XL,.5788,0,27,0,0,0,0,29,6,24,0,38
B08804103,0888169162988,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,10,POWER RED/ BLACK,3,S,.5788,0,19,0,0,0,0,62,16,3,0,119
B08804104,0888169163008,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,10,POWER RED/ BLACK,4,M,.5788,0,41,0,0,0,0,80,27,8,0,176
B08804105,0888169163015,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,10,POWER RED/ BLACK,5,L,.5788,0,20,0,0,0,0,35,11,20,0,117
B08804106,0888169162995,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,10,POWER RED/ BLACK,6,XL,.5788,0,24,0,0,0,0,32,10,15,0,50
B08804107,0888593581010,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,10,POWER RED/ BLACK,7,2XL,.5788,0,15,0,0,0,0,30,13,9,0,14
B08804563,0888169158721,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,56,NAVY/ WHITE,3,S,.5788,0,0,0,0,0,0,0,0,5,0,1
B08804564,0888169158714,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,56,NAVY/ WHITE,4,M,.5788,0,0,0,0,0,0,14,10,11,0,0
B08804565,0888169158752,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,56,NAVY/ WHITE,5,L,.5788,0,0,0,0,0,0,0,0,0,0,0
B08804566,0888169158745,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,56,NAVY/ WHITE,6,XL,.5788,0,0,0,0,0,0,0,0,0,0,0
B08804567,0888593580983,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,56,NAVY/ WHITE,7,2XL,.5788,0,0,0,0,0,0,3,1,9,0,0
B08804603,0888169158806,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,60,BLACK/ WHITE,3,S,.5788,0,8,0,0,0,0,3,12,22,0,487
B08804604,0888169158783,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,60,BLACK/ WHITE,4,M,.5788,0,30,0,0,0,0,40,42,24,0,308
B08804605,0888169158776,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,60,BLACK/ WHITE,5,L,.5788,0,0,0,0,0,0,17,24,0,0,293
B08804606,0888169158790,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,60,BLACK/ WHITE,6,XL,.5788,0,4,0,0,0,0,38,6,18,0,259
B08804607,0888593580990,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,60,BLACK/ WHITE,7,2XL,.5788,0,9,0,0,0,0,21,24,6,0,179
B08804CT3,0888169158615,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,CT,OASIS/ WHITE,3,S,.5788,0,6,0,0,0,0,12,23,24,0,167
B08804CT4,0888169158622,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,CT,OASIS/ WHITE,4,M,.5788,0,13,0,0,0,0,33,6,20,0,220
B08804CT5,0888169158639,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,CT,OASIS/ WHITE,5,L,.5788,0,0,0,0,0,0,27,19,7,0,94
B08804CT6,0888169158653,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,CT,OASIS/ WHITE,6,XL,.5788,0,6,0,0,0,0,37,12,7,0,69
B08804CT7,0888593580969,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,CT,OASIS/ WHITE,7,2XL,.5788,0,23,0,0,0,0,17,14,23,0,40
B08804CU3,0888169158691,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,CU,CHROME/ BLACK,3,S,.5788,0,3,0,0,0,0,39,18,21,0,176
B08804CU4,0888169158707,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,CU,CHROME/ BLACK,4,M,.5788,0,12,0,0,0,0,76,23,9,0,205
B08804CU5,0888169158660,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,CU,CHROME/ BLACK,5,L,.5788,0,24,0,0,0,0,58,26,22,0,110
B08804CU6,0888169158684,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,CU,CHROME/ BLACK,6,XL,.5788,0,11,0,0,0,0,39,13,14,0,86
B08804CU7,0888593580976,04,adidas Golf,A191,,AD LAD CLIMALITE 3 STRIPE P/O,CU,CHROME/ BLACK,7,2XL,.5788,0,29,0,0,0,0,21,17,3,0,65
B08004003,0888593407297,04,adidas Golf,A125,,AD MENS PIPED POLO,00,WHITE,3,S,.8092,0,0,0,0,0,0,0,0,0,0,117
B08004004,0888593407402,04,adidas Golf,A125,,AD MENS PIPED POLO,00,WHITE,4,M,.8092,0,0,0,0,0,0,0,0,0,0,163
B08004005,0888593407358,04,adidas Golf,A125,,AD MENS PIPED POLO,00,WHITE,5,L,.8092,0,0,0,0,0,0,0,0,0,0,436
B08004006,0888593407303,04,adidas Golf,A125,,AD MENS PIPED POLO,00,WHITE,6,XL,.8092,0,0,0,0,0,0,0,0,0,0,458
B08004007,0888593403237,04,adidas Golf,A125,,AD MENS PIPED POLO,00,WHITE,7,2XL,.8092,0,0,0,0,0,0,0,0,0,0,249
B08004008,0888593407419,04,adidas Golf,A125,,AD MENS PIPED POLO,00,WHITE,8,3XL,.8092,0,0,0,0,0,0,0,0,0,0,110
B08004513,0888593403152,04,adidas Golf,A125,,AD MENS PIPED POLO,51,BLACK,3,S,.8092,0,0,0,0,0,0,0,0,0,0,111
B08004514,0888593403176,04,adidas Golf,A125,,AD MENS PIPED POLO,51,BLACK,4,M,.8092,0,0,0,0,0,0,0,0,0,0,164
B08004515,0888593403190,04,adidas Golf,A125,,AD MENS PIPED POLO,51,BLACK,5,L,.8092,0,0,0,0,0,0,0,0,0,0,386
B08004516,0888593403145,04,adidas Golf,A125,,AD MENS PIPED POLO,51,BLACK,6,XL,.8092,0,0,0,0,0,0,0,0,0,0,394
B08004517,0888593403107,04,adidas Golf,A125,,AD MENS PIPED POLO,51,BLACK,7,2XL,.8092,0,0,0,0,0,0,0,0,0,0,180
B08004518,0888593403121,04,adidas Golf,A125,,AD MENS PIPED POLO,51,BLACK,8,3XL,.8092,0,0,0,0,0,0,0,0,0,0,86
B08004BL3,0888592916684,04,adidas Golf,A125,,AD MENS PIPED POLO,BL,AMAZON,3,S,.8092,0,0,0,0,0,0,0,0,0,0,94
B08004BL4,0888592916653,04,adidas Golf,A125,,AD MENS PIPED POLO,BL,AMAZON,4,M,.8092,0,0,0,0,0,0,0,0,0,0,131
B08004BL5,0888592916615,04,adidas Golf,A125,,AD MENS PIPED POLO,BL,AMAZON,5,L,.8092,0,0,0,0,0,0,0,0,0,0,198
B08004BL6,0888592916677,04,adidas Golf,A125,,AD MENS PIPED POLO,BL,AMAZON,6,XL,.8092,0,0,0,0,0,0,0,0,0,0,233
B08004BL7,0888592920742,04,adidas Golf,A125,,AD MENS PIPED POLO,BL,AMAZON,7,2XL,.8092,0,0,0,0,0,0,0,0,0,0,160
B08004BL8,0888592916660,04,adidas Golf,A125,,AD MENS PIPED POLO,BL,AMAZON,8,3XL,.8092,0,0,0,0,0,0,0,0,0,0,78
B08004DP3,0888592939485,04,adidas Golf,A125,,AD MENS PIPED POLO,DP,VIVID PURPLE,3,S,.8092,0,1,0,0,0,0,0,0,0,0,56
B08004DP4,0888592939508,04,adidas Golf,A125,,AD MENS PIPED POLO,DP,VIVID PURPLE,4,M,.8092,0,1,0,0,0,0,0,0,0,0,78
B08004DP5,0888592939546,04,adidas Golf,A125,,AD MENS PIPED POLO,DP,VIVID PURPLE,5,L,.8092,0,1,0,0,0,0,0,0,0,0,156
B08004DP6,0888592939478,04,adidas Golf,A125,,AD MENS PIPED POLO,DP,VIVID PURPLE,6,XL,.8092,0,0,0,0,0,0,0,0,0,0,185
B08004DP7,0888592939447,04,adidas Golf,A125,,AD MENS PIPED POLO,DP,VIVID PURPLE,7,2XL,.8092,0,1,0,0,0,0,0,0,0,0,87
B08004DP8,0888592939492,04,adidas Golf,A125,,AD MENS PIPED POLO,DP,VIVID PURPLE,8,3XL,.8092,0,0,0,0,0,0,0,0,0,0,52
B08004DQ3,0888592928120,04,adidas Golf,A125,,AD MENS PIPED POLO,DQ,MIDNIGHT,3,S,.8092,0,0,0,0,0,0,0,0,0,0,125
B08004DQ4,0888592987950,04,adidas Golf,A125,,AD MENS PIPED POLO,DQ,MIDNIGHT,4,M,.8092,0,0,0,0,0,0,0,0,0,0,187
B08004DQ5,0888592928069,04,adidas Golf,A125,,AD MENS PIPED POLO,DQ,MIDNIGHT,5,L,.8092,0,0,0,0,0,0,0,0,0,0,358
B08004DQ6,0888592928113,04,adidas Golf,A125,,AD MENS PIPED POLO,DQ,MIDNIGHT,6,XL,.8092,0,0,0,0,0,0,0,0,0,0,397
B08004DQ7,0888592928144,04,adidas Golf,A125,,AD MENS PIPED POLO,DQ,MIDNIGHT,7,2XL,.8092,0,0,0,0,0,0,0,0,0,0,194
B08004DQ8,0888592987943,04,adidas Golf,A125,,AD MENS PIPED POLO,DQ,MIDNIGHT,8,3XL,.8092,0,0,0,0,0,0,0,0,0,0,102
B08004DR3,0888593416015,04,adidas Golf,A125,,AD MENS PIPED POLO,DR,BOLD RED,3,S,.8092,0,0,0,0,0,0,0,0,0,0,133
B08004DR4,0888593415933,04,adidas Golf,A125,,AD MENS PIPED POLO,DR,BOLD RED,4,M,.8092,0,0,0,0,0,0,0,0,0,0,271
B08004DR5,0888593415964,04,adidas Golf,A125,,AD MENS PIPED POLO,DR,BOLD RED,5,L,.8092,0,0,0,0,0,0,0,0,0,0,488
B08004DR6,0888593416039,04,adidas Golf,A125,,AD MENS PIPED POLO,DR,BOLD RED,6,XL,.8092,0,0,0,0,0,0,0,0,0,0,478
B08004DR7,0888593416053,04,adidas Golf,A125,,AD MENS PIPED POLO,DR,BOLD RED,7,2XL,.8092,0,0,0,0,0,0,0,0,0,0,234
B08004DR8,0888593415940,04,adidas Golf,A125,,AD MENS PIPED POLO,DR,BOLD RED,8,3XL,.8092,0,0,0,0,0,0,0,0,0,0,100
B08104003,0888592526647,04,adidas Golf,A126,,AD LADIES PIPED POLO,00,WHITE,3,S,.6767,0,0,0,0,0,0,0,0,0,0,243
B08104004,0888592541091,04,adidas Golf,A126,,AD LADIES PIPED POLO,00,WHITE,4,M,.6767,0,0,0,0,0,0,0,0,0,0,323
B08104005,0888592526654,04,adidas Golf,A126,,AD LADIES PIPED POLO,00,WHITE,5,L,.6767,0,0,0,0,0,0,0,0,0,0,263
B08104006,0888592526593,04,adidas Golf,A126,,AD LADIES PIPED POLO,00,WHITE,6,XL,.6767,0,0,0,0,0,0,0,0,0,0,190
B08104007,0888592142663,04,adidas Golf,A126,,AD LADIES PIPED POLO,00,WHITE,7,2XL,.6767,0,0,0,0,0,0,0,0,0,0,111
B08104513,0888592526272,04,adidas Golf,A126,,AD LADIES PIPED POLO,51,BLACK,3,S,.6767,0,0,0,0,0,0,0,0,0,0,188
B08104514,0888592879866,04,adidas Golf,A126,,AD LADIES PIPED POLO,51,BLACK,4,M,.6767,0,1,0,0,0,0,0,0,0,0,299
B08104515,0888592526258,04,adidas Golf,A126,,AD LADIES PIPED POLO,51,BLACK,5,L,.6767,0,0,0,0,0,0,0,0,0,0,191
B08104516,0888592526319,04,adidas Golf,A126,,AD LADIES PIPED POLO,51,BLACK,6,XL,.6767,0,1,0,0,0,0,0,0,0,0,120
B08104517,0888592142656,04,adidas Golf,A126,,AD LADIES PIPED POLO,51,BLACK,7,2XL,.6767,0,0,0,0,0,0,0,0,0,0,59
B08104DP3,0888592526098,04,adidas Golf,A126,,AD LADIES PIPED POLO,DP,VIVID PURPLE,3,S,.6767,0,0,0,0,0,0,0,0,0,0,99
B08104DP4,0888592525039,04,adidas Golf,A126,,AD LADIES PIPED POLO,DP,VIVID PURPLE,4,M,.6767,0,0,0,0,0,0,0,0,0,0,94
B08104DP5,0888592526111,04,adidas Golf,A126,,AD LADIES PIPED POLO,DP,VIVID PURPLE,5,L,.6767,0,0,0,0,0,0,0,0,0,0,44
B08104DP6,0888592526128,04,adidas Golf,A126,,AD LADIES PIPED POLO,DP,VIVID PURPLE,6,XL,.6767,0,0,0,0,0,0,0,0,0,0,56
B08104DP7,0888592142625,04,adidas Golf,A126,,AD LADIES PIPED POLO,DP,VIVID PURPLE,7,2XL,.6767,0,0,0,0,0,0,0,0,0,0,42
B08104DS3,0888592526234,04,adidas Golf,A126,,AD LADIES PIPED POLO,DS,RASPBERRY,3,S,.6767,0,0,0,0,0,0,0,0,0,0,149
B08104DS4,0888593056624,04,adidas Golf,A126,,AD LADIES PIPED POLO,DS,RASPBERRY,4,M,.6767,0,0,0,0,0,0,0,0,0,0,214
B08104DS5,0888592526197,04,adidas Golf,A126,,AD LADIES PIPED POLO,DS,RASPBERRY,5,L,.6767,0,0,0,0,0,0,0,0,0,0,140
B08104DS6,0888592526173,04,adidas Golf,A126,,AD LADIES PIPED POLO,DS,RASPBERRY,6,XL,.6767,0,0,0,0,0,0,0,0,0,0,80
B08104DS7,0888592142649,04,adidas Golf,A126,,AD LADIES PIPED POLO,DS,RASPBERRY,7,2XL,.6767,0,0,0,0,0,0,0,0,0,0,62
B08204003,0888592441216,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,00,WHITE/ BLACK,3,S,.6767,0,22,0,0,0,0,8,0,0,0,167
B08204004,0888592441230,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,00,WHITE/ BLACK,4,M,.6767,0,17,0,0,0,0,34,0,0,0,275
B08204005,0888592441254,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,00,WHITE/ BLACK,5,L,.6767,0,30,0,0,0,0,15,0,0,0,459
B08204006,0888592441223,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,00,WHITE/ BLACK,6,XL,.6767,0,40,0,0,0,0,14,0,0,0,572
B08204007,0888592441261,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,00,WHITE/ BLACK,7,2XL,.6767,0,28,0,0,0,0,23,0,0,0,259
B08204008,0888592441247,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,00,WHITE/ BLACK,8,3XL,.6767,0,7,0,0,0,0,17,0,0,0,81
B08204DF3,0888592432597,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DF,LEAD/ BLACK,3,S,.6767,0,5,0,0,0,0,4,0,0,0,89
B08204DF4,0888592432580,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DF,LEAD/ BLACK,4,M,.6767,0,0,0,0,0,0,1,0,0,0,95
B08204DF5,0888592432603,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DF,LEAD/ BLACK,5,L,.6767,0,1,0,0,0,0,1,0,0,0,98
B08204DF6,0888592432573,04,adidas Golf,A128,,AD MENS COLORBLK 3 STRIPE POLO,DF,LEAD/ BLACK,6,XL,.6767,0,28,0,0,0,0,11,0,0,0,150
