Item Number,GTIN Number,Mill Code,Mill Description,Style Number,Mill Style Number,Style Name,Color Code,Color Description,Size Code,Size Description,Unit Weight,Cost,CC,CD,FO,KC,MA,PH,TD,CN,WA,GD
B07304188,0887777014351,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,18,ECRU/ BLACK,8,3XL,.895,0,0,0,0,0,0,0,0,0,0,98
B07304513,0887777696335,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,51,BLACK/ WHITE,3,S,.895,0,0,0,0,0,0,0,0,0,0,0
B07304514,0887777696311,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,51,BLACK/ WHITE,4,M,.895,0,0,0,0,0,0,0,0,0,0,19
B07304515,0887777696304,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,51,BLACK/ WHITE,5,L,.895,0,0,0,0,0,0,0,0,0,0,140
B07304516,0887777696342,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,51,BLACK/ WHITE,6,XL,.895,0,0,1,0,0,0,0,0,0,0,315
B07304517,0887777696328,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,51,BLACK/ WHITE,7,2XL,.895,0,0,0,0,0,0,0,0,0,0,156
B07304518,0887777696366,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,51,BLACK/ WHITE,8,3XL,.895,0,0,0,0,0,0,0,0,0,0,0
B07304543,0887777694591,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,54,NAVY/ WHITE,3,S,.895,0,0,0,0,0,0,0,0,0,0,0
B07304544,0887777694607,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,54,NAVY/ WHITE,4,M,.895,0,0,0,0,0,0,0,0,0,0,66
B07304545,0887777694577,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,54,NAVY/ WHITE,5,L,.895,0,0,0,0,0,0,0,0,0,0,328
B07304546,0887777694553,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,54,NAVY/ WHITE,6,XL,.895,0,0,0,0,0,0,0,0,0,0,459
B07304547,0887777694560,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,54,NAVY/ WHITE,7,2XL,.895,0,0,0,0,0,0,0,0,0,0,175
B07304548,0887777694584,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,54,NAVY/ WHITE,8,3XL,.895,0,0,0,0,0,0,0,0,0,0,70
B07304CR3,0887777692443,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,CR,GULF/ BLACK,3,S,.895,0,0,0,0,0,0,0,0,0,0,64
B07304CR4,0887777694393,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,CR,GULF/ BLACK,4,M,.895,0,0,0,0,0,0,0,0,0,0,131
B07304CR5,0887777692467,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,CR,GULF/ BLACK,5,L,.895,0,0,0,0,0,0,0,0,0,0,201
B07304CR6,0887777694362,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,CR,GULF/ BLACK,6,XL,.895,0,0,0,0,0,0,0,0,0,0,322
B07304CR7,0887777694386,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,CR,GULF/ BLACK,7,2XL,.895,0,0,0,0,0,0,0,0,0,0,168
B07304CR8,0887777692450,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,CR,GULF/ BLACK,8,3XL,.895,0,0,0,0,0,0,0,0,0,0,123
B07304DF3,0888592986441,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,DF,LEAD/ BLACK,3,S,.895,0,0,0,0,0,0,0,0,0,0,166
B07304DF4,0888592986410,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,DF,LEAD/ BLACK,4,M,.895,0,0,0,0,0,0,0,0,0,0,161
B07304DF5,0888592986434,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,DF,LEAD/ BLACK,5,L,.895,0,0,0,0,0,0,0,0,0,0,360
B07304DF6,0888592986465,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,DF,LEAD/ BLACK,6,XL,.895,0,0,0,0,0,0,0,0,0,0,381
B07304DF7,0888592986458,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,DF,LEAD/ BLACK,7,2XL,.895,0,0,0,0,0,0,0,0,0,0,216
B07304DF8,0888592986403,04,adidas Golf,A169,,AD MENS FULL ZIP 3 STRP JACKET,DF,LEAD/ BLACK,8,3XL,.895,0,0,0,0,0,0,0,0,0,0,186
B07004003,0887778081543,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,00,WHITE/ BLACK,3,S,1.1025,0,0,0,0,0,0,0,0,0,0,0
B07004004,0887778081604,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,00,WHITE/ BLACK,4,M,1.1025,0,0,0,0,0,0,8,0,0,0,0
B07004005,0887778081581,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,00,WHITE/ BLACK,5,L,1.1025,0,0,0,0,0,0,0,0,0,0,0
B07004006,0887778077447,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,00,WHITE/ BLACK,6,XL,1.1025,0,0,0,0,0,0,36,0,14,0,0
B07004007,0887778077461,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,00,WHITE/ BLACK,7,2XL,1.1025,0,0,0,0,0,0,6,0,26,0,9
B07004008,0887778077454,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,00,WHITE/ BLACK,8,3XL,1.1025,0,36,0,0,0,0,24,0,25,0,42
B07004103,0887778072916,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,10,POWER RED/ BLACK,3,S,1.1025,0,45,0,0,0,0,23,0,4,0,24
B07004104,0887778072893,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,10,POWER RED/ BLACK,4,M,1.1025,0,16,0,0,0,0,60,0,22,0,28
B07004105,0887778068827,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,10,POWER RED/ BLACK,5,L,1.1025,0,28,0,0,0,0,65,0,45,0,79
B07004106,0887778072985,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,10,POWER RED/ BLACK,6,XL,1.1025,0,31,0,0,0,0,77,0,22,0,94
B07004107,0887778072978,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,10,POWER RED/ BLACK,7,2XL,1.1025,0,15,0,0,0,0,32,0,9,0,68
B07004108,0887778072947,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,10,POWER RED/ BLACK,8,3XL,1.1025,0,17,0,0,0,0,9,0,22,0,38
B07004513,0887778068711,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,51,BLACK/ WHITE,3,S,1.1025,0,6,0,0,46,0,22,9,19,0,40
B07004514,0887778068698,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,51,BLACK/ WHITE,4,M,1.1025,0,18,0,0,6,0,0,9,0,0,124
B07004515,0887778068810,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,51,BLACK/ WHITE,5,L,1.1025,0,5,0,0,8,0,25,2,0,0,604
B07004516,0887778068773,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,51,BLACK/ WHITE,6,XL,1.1025,0,21,0,0,0,0,36,19,1,0,340
B07004517,0887778068759,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,51,BLACK/ WHITE,7,2XL,1.1025,0,23,0,0,15,0,8,13,9,0,117
B07004518,0887778068728,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,51,BLACK/ WHITE,8,3XL,1.1025,0,27,0,0,5,0,21,26,15,0,14
B07004563,0887778077287,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,56,NAVY/ WHITE,3,S,1.1025,0,22,0,0,0,0,0,0,0,0,0
B07004564,0887778077232,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,56,NAVY/ WHITE,4,M,1.1025,0,0,0,0,0,0,0,0,0,0,0
B07004565,0887778077256,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,56,NAVY/ WHITE,5,L,1.1025,0,0,0,0,0,0,0,0,21,0,0
B07004566,0887778073135,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,56,NAVY/ WHITE,6,XL,1.1025,0,0,0,0,0,0,96,22,26,0,86
B07004567,0887778073159,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,56,NAVY/ WHITE,7,2XL,1.1025,0,7,0,0,0,0,0,4,0,0,0
B07004568,0887778077300,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,56,NAVY/ WHITE,8,3XL,1.1025,0,10,0,0,45,0,16,12,21,0,21
B07004CT3,0887778073036,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CT,OASIS/ WHITE,3,S,1.1025,0,19,0,0,0,0,30,77,2,0,44
B07004CT4,0887778073043,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CT,OASIS/ WHITE,4,M,1.1025,0,12,0,0,0,0,51,48,18,0,115
B07004CT5,0887778073081,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CT,OASIS/ WHITE,5,L,1.1025,0,5,0,0,0,0,20,15,40,0,355
B07004CT6,0887778073098,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CT,OASIS/ WHITE,6,XL,1.1025,0,14,0,0,0,0,46,14,48,0,319
B07004CT7,0887778073005,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CT,OASIS/ WHITE,7,2XL,1.1025,0,18,0,0,0,0,31,75,47,0,90
B07004CT8,0887778073111,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CT,OASIS/ WHITE,8,3XL,1.1025,0,29,0,0,0,0,16,32,7,0,56
B07004CU3,0887778077423,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CU,CHROME / BLACK,3,S,1.1025,0,18,0,0,0,0,21,8,4,0,87
B07004CU4,0887778077386,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CU,CHROME / BLACK,4,M,1.1025,0,0,0,0,0,0,8,51,9,0,266
B07004CU5,0887778077393,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CU,CHROME / BLACK,5,L,1.1025,0,27,0,0,0,0,21,29,8,0,560
B07004CU6,0887778077355,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CU,CHROME / BLACK,6,XL,1.1025,0,11,0,0,0,0,0,13,18,0,595
B07004CU7,0887778077331,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CU,CHROME / BLACK,7,2XL,1.1025,0,17,0,0,0,0,6,15,8,0,266
B07004CU8,0887778077348,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,CU,CHROME / BLACK,8,3XL,1.1025,0,21,0,0,0,0,17,9,16,0,85
B07004EM3,0888592980425,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EM,ULTRAMARINE/ WHT,3,S,1.1025,0,6,0,0,0,0,2,15,40,0,1
B07004EM4,0888592980395,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EM,ULTRAMARINE/ WHT,4,M,1.1025,0,9,0,0,0,0,8,9,29,0,15
B07004EM5,0888592980456,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EM,ULTRAMARINE/ WHT,5,L,1.1025,0,3,0,0,0,0,16,17,18,0,9
B07004EM6,0888592980463,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EM,ULTRAMARINE/ WHT,6,XL,1.1025,0,0,0,0,0,0,0,19,19,0,5
B07004EM7,0888592980357,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EM,ULTRAMARINE/ WHT,7,2XL,1.1025,0,0,0,0,0,0,0,3,3,0,66
B07004EM8,0888592980364,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EM,ULTRAMARINE/ WHT,8,3XL,1.1025,0,3,0,0,0,0,4,14,19,0,50
B07004EN3,0888592980319,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EN,CELTIC/ WHITE,3,S,1.1025,0,5,0,0,0,0,1,5,20,0,21
B07004EN4,0888592980227,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EN,CELTIC/ WHITE,4,M,1.1025,0,0,0,0,0,0,2,18,11,0,0
B07004EN5,0888592980265,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EN,CELTIC/ WHITE,5,L,1.1025,0,21,0,0,0,0,11,4,6,0,41
B07004EN6,0888592980258,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EN,CELTIC/ WHITE,6,XL,1.1025,0,12,0,0,0,0,21,13,10,0,48
B07004EN7,0888592980296,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EN,CELTIC/ WHITE,7,2XL,1.1025,0,11,0,0,0,0,15,8,19,0,36
B07004EN8,0888592980326,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EN,CELTIC/ WHITE,8,3XL,1.1025,0,18,0,0,0,0,9,17,18,0,31
B07004EO3,0888592980098,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EO,BLUE BONNET/ WHT,3,S,1.1025,0,0,0,0,0,0,23,18,22,0,1
B07004EO4,0888592980081,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EO,BLUE BONNET/ WHT,4,M,1.1025,0,13,0,0,0,0,18,14,18,0,80
B07004EO5,0888592980203,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EO,BLUE BONNET/ WHT,5,L,1.1025,0,24,0,0,0,0,46,23,10,0,251
B07004EO6,0888592980180,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EO,BLUE BONNET/ WHT,6,XL,1.1025,0,28,0,0,0,0,36,13,38,0,246
B07004EO7,0888592980142,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EO,BLUE BONNET/ WHT,7,2XL,1.1025,0,21,0,0,0,0,31,4,44,0,66
B07004EO8,0888592980104,04,adidas Golf,A190,,AD MENS FRNCH TRRY LS PO 3-STP,EO,BLUE BONNET/ WHT,8,3XL,1.1025,0,15,0,0,0,0,15,17,18,0,58
B07404603,0887777694515,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,60,BLACK/ BLACK,3,S,.6983,0,12,0,0,0,0,11,8,0,0,55
B07404604,0887777694492,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,60,BLACK/ BLACK,4,M,.6983,0,0,0,0,0,0,0,0,0,0,30
B07404605,0887777694485,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,60,BLACK/ BLACK,5,L,.6983,0,0,0,0,0,0,0,0,0,0,0
B07404606,0887777694478,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,60,BLACK/ BLACK,6,XL,.6983,0,0,0,0,0,0,0,0,0,0,43
B07404607,0887777694508,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,60,BLACK/ BLACK,7,2XL,.6983,0,0,0,0,0,0,0,0,0,0,47
B07404608,0887777694522,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,60,BLACK/ BLACK,8,3XL,.6983,0,0,0,0,0,0,0,0,0,0,0
B07404CW3,0887777696502,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CW,NAVY/ NAVY,3,S,.6983,0,8,0,0,0,0,13,0,0,0,143
B07404CW4,0887777698186,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CW,NAVY/ NAVY,4,M,.6983,0,0,0,0,0,0,8,0,0,0,15
B07404CW5,0887777698155,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CW,NAVY/ NAVY,5,L,.6983,0,0,0,0,0,0,0,0,0,0,0
B07404CW6,0887777696519,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CW,NAVY/ NAVY,6,XL,.6983,0,0,0,0,0,0,0,0,0,0,39
B07404CW7,0887777698179,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CW,NAVY/ NAVY,7,2XL,.6983,0,0,0,0,0,0,0,0,0,0,2
B07404CW8,0887777698148,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CW,NAVY/ NAVY,8,3XL,.6983,0,11,0,0,0,0,5,0,0,0,34
B07404CX3,0887777010025,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CX,ECRU/ BLACK,3,S,.6983,0,8,0,0,0,0,0,18,0,0,138
B07404CX4,0887777005915,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CX,ECRU/ BLACK,4,M,.6983,0,0,0,0,0,0,0,2,0,0,127
B07404CX5,0887777010001,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CX,ECRU/ BLACK,5,L,.6983,0,0,0,0,0,0,0,1,0,0,157
B07404CX6,0887777009999,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CX,ECRU/ BLACK,6,XL,.6983,0,0,0,0,0,0,0,16,0,0,147
B07404CX7,0887777010018,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CX,ECRU/ BLACK,7,2XL,.6983,0,0,0,0,0,0,0,3,0,0,102
B07404CX8,0887777009982,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CX,ECRU/ BLACK,8,3XL,.6983,0,6,0,0,0,0,0,15,0,0,103
B07404CY3,0887777692382,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CY,GULF/ GULF,3,S,.6983,0,0,0,0,0,0,0,0,0,0,130
B07404CY4,0887777692405,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CY,GULF/ GULF,4,M,.6983,0,0,0,0,0,0,15,0,0,0,58
B07404CY5,0887777692429,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CY,GULF/ GULF,5,L,.6983,0,0,0,0,0,0,0,0,0,0,5
B07404CY6,0887777692375,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CY,GULF/ GULF,6,XL,.6983,0,0,0,0,0,0,0,0,0,0,45
B07404CY7,0887777692399,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CY,GULF/ GULF,7,2XL,.6983,0,0,0,0,0,0,0,0,0,0,39
B07404CY8,0887777692412,04,adidas Golf,A167,,AD MENS CLRBLCK 1/2 ZP WINDSHT,CY,GULF/ GULF,8,3XL,.6983,0,0,0,0,0,0,10,0,0,0,85
B06404510,0885583615380,04,adidas Golf,A650,,AD PERF FRONT HIT VISOR,51,BLACK,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,5726
B06404540,0885583615397,04,adidas Golf,A650,,AD PERF FRONT HIT VISOR,54,NAVY,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,3887
B07204103,0887777014399,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,10,POWER RED/ BLACK,3,S,.6213,0,25,0,0,0,0,7,20,0,0,122
B07204104,0887777014368,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,10,POWER RED/ BLACK,4,M,.6213,0,28,0,0,0,0,17,25,0,0,38
B07204105,0887777014375,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,10,POWER RED/ BLACK,5,L,.6213,0,23,0,0,0,0,29,22,0,0,139
B07204106,0887777014405,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,10,POWER RED/ BLACK,6,XL,.6213,0,10,0,0,0,0,21,19,0,0,254
B07204107,0887777014412,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,10,POWER RED/ BLACK,7,2XL,.6213,0,0,0,0,0,0,11,10,0,0,103
B07204108,0887777014382,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,10,POWER RED/ BLACK,8,3XL,.6213,0,14,0,0,0,0,16,19,0,0,51
B07204603,0887777001566,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,60,BLACK/ BLACK,3,S,.6213,0,0,0,0,0,0,0,34,0,0,0
B07204604,0887777001573,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,60,BLACK/ BLACK,4,M,.6213,0,24,0,0,0,0,16,12,0,0,94
B07204605,0887777005663,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,60,BLACK/ BLACK,5,L,.6213,0,0,0,0,0,0,13,11,0,0,340
B07204606,0887777001597,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,60,BLACK/ BLACK,6,XL,.6213,0,13,0,0,0,0,14,6,0,0,379
B07204607,0887777001580,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,60,BLACK/ BLACK,7,2XL,.6213,0,4,0,0,0,0,22,13,0,0,61
B07204608,0887777001559,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,60,BLACK/ BLACK,8,3XL,.6213,0,0,0,0,0,0,0,0,0,0,0
B07204833,0887777696281,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,83,ECRU/ BLACK,3,S,.6213,0,28,0,0,0,0,25,41,0,0,68
B07204834,0887777696250,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,83,ECRU/ BLACK,4,M,.6213,0,15,0,0,0,0,5,29,0,0,40
B07204835,0887777696298,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,83,ECRU/ BLACK,5,L,.6213,0,4,0,0,0,0,12,34,0,0,61
B07204836,0887777696267,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,83,ECRU/ BLACK,6,XL,.6213,0,1,0,0,0,0,9,29,0,0,113
B07204837,0887777696274,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,83,ECRU/ BLACK,7,2XL,.6213,0,3,0,0,0,0,15,29,0,0,32
B07204838,0887777694621,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,83,ECRU/ BLACK,8,3XL,.6213,0,19,0,0,0,0,25,14,0,0,20
B07204CW3,0887777694423,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CW,NAVY/ NAVY,3,S,.6213,0,31,0,0,0,0,11,16,0,0,77
B07204CW4,0887777694461,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CW,NAVY/ NAVY,4,M,.6213,0,12,0,0,0,0,14,31,0,0,60
B07204CW5,0887777694416,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CW,NAVY/ NAVY,5,L,.6213,0,0,0,0,0,0,1,36,0,0,177
B07204CW6,0887777694430,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CW,NAVY/ NAVY,6,XL,.6213,0,11,0,0,0,0,20,41,0,0,220
B07204CW7,0887777694454,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CW,NAVY/ NAVY,7,2XL,.6213,0,6,0,0,0,0,21,15,0,0,150
B07204CW8,0887777694409,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CW,NAVY/ NAVY,8,3XL,.6213,0,0,0,0,0,0,0,0,0,0,0
B07204CY3,0887777010131,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CY,GULF/ GULF,3,S,.6213,0,3,0,0,0,0,0,0,0,0,46
B07204CY4,0887777010162,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CY,GULF/ GULF,4,M,.6213,0,7,0,0,0,0,0,0,0,0,88
B07204CY5,0887777010100,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CY,GULF/ GULF,5,L,.6213,0,6,0,0,0,0,0,0,0,0,124
B07204CY6,0887777010124,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CY,GULF/ GULF,6,XL,.6213,0,11,0,0,0,0,0,0,0,0,122
B07204CY7,0887777010155,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CY,GULF/ GULF,7,2XL,.6213,0,1,0,0,0,0,0,0,0,0,33
B07204CY8,0887777010148,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,CY,GULF/ GULF,8,3XL,.6213,0,0,0,0,0,0,0,0,0,0,0
B07204DF3,0888592987752,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,DF,LEAD/ BLACK,3,S,.6213,0,26,0,0,0,0,15,19,0,0,117
B07204DF4,0888592987776,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,DF,LEAD/ BLACK,4,M,.6213,0,9,0,0,0,0,5,17,0,0,102
B07204DF5,0888592987721,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,DF,LEAD/ BLACK,5,L,.6213,0,19,0,0,0,0,0,26,0,0,188
B07204DF6,0888592987745,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,DF,LEAD/ BLACK,6,XL,.6213,0,16,0,0,0,0,6,20,0,0,184
B07204DF7,0888592987769,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,DF,LEAD/ BLACK,7,2XL,.6213,0,46,0,0,0,0,16,19,0,0,25
B07204DF8,0888592987783,04,adidas Golf,A147,,AD MEN'S CLRBLCK V-NK WINDSHRT,DF,LEAD/ BLACK,8,3XL,.6213,0,7,0,0,0,0,5,7,0,0,34
B06204000,0888164808935,04,adidas Golf,A619,,AD PERF MAX FRT HIT BB CAP,00,WHITE/ BLACK,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B06204510,0888164695870,04,adidas Golf,A619,,AD PERF MAX FRT HIT BB CAP,51,BLACK/ WHITE,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B06204540,0888164804715,04,adidas Golf,A619,,AD PERF MAX FRT HIT BB CAP,54,NAVY/ WHITE,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B06204A20,0888164817777,04,adidas Golf,A619,,AD PERF MAX FRT HIT BB CAP,A2,VISTA GREY,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,0
B06204DB0,0885583615304,04,adidas Golf,A619,,AD PERF MAX FRT HIT BB CAP,DB,POWER RED/ WHITE,0,OS,.1926,0,0,0,0,0,0,0,0,0,0,1297
B06204DC0,0888164809017,04,adidas Golf,A619,,AD PERF MAX FRT HIT BB CAP,DC,TAN/ BLACK,0,OS,.1926,0,483,0,56,0,0,0,0,71,0,1189
